cycle,arm,rank,name,verdict,score,tie,cycle_apfd
218,t0,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999650374285325,0.798966007899965,0.8333333333333334
218,t0,2,org.apache.airavata.common.utils.SecurityUtilTest,0,2.784826533008792e-06,0.5981476276417128,0.8333333333333334
218,t0,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,2.784826533008792e-06,0.9804939195942202,0.8333333333333334
220,t0_alone,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.07585994375514686,0.8962646627882012,0.8333333333333334
220,t0_alone,2,org.apache.airavata.common.utils.SecurityUtilTest,0,0.07324698270488869,0.18053017732751087,0.8333333333333334
220,t0_alone,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,0.07224179251854371,0.8906422005476196,0.8333333333333334
220,hist,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999645177548873,0.8962646627882012,0.8333333333333334
220,hist,2,org.apache.airavata.common.utils.SecurityUtilTest,0,3.3252783891579e-06,0.18053017732751087,0.8333333333333334
220,hist,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,3.3252783891579e-06,0.8906422005476196,0.8333333333333334
220,t0,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999645177548873,0.8962646627882012,0.8333333333333334
220,t0,2,org.apache.airavata.common.utils.SecurityUtilTest,0,3.3252783891579e-06,0.18053017732751087,0.8333333333333334
220,t0,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,3.3252783891579e-06,0.8906422005476196,0.8333333333333334
223,t0_alone,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.3167673021984102,0.6753856459937088,0.8333333333333334
223,t0_alone,2,org.apache.airavata.common.utils.SecurityUtilTest,0,0.3058563974222166,0.4098148598621605,0.8333333333333334
223,t0_alone,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,0.30165903887219503,0.8867374785107758,0.8333333333333334
223,hist,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999643455836836,0.6753856459937088,0.8333333333333334
223,hist,2,org.apache.airavata.common.utils.SecurityUtilTest,0,3.8194066856640355e-06,0.4098148598621605,0.8333333333333334
223,hist,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,3.8194066856640355e-06,0.8867374785107758,0.8333333333333334
223,t0,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999643455836836,0.6753856459937088,0.8333333333333334
223,t0,2,org.apache.airavata.common.utils.SecurityUtilTest,0,3.8194066856640355e-06,0.4098148598621605,0.8333333333333334
223,t0,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,3.8194066856640355e-06,0.8867374785107758,0.8333333333333334
224,t0_alone,1,org.apache.airavata.common.utils.SecurityUtilTest,0,0.0,0.253261919717672,0.16666666666666666
224,t0_alone,2,org.apache.airavata.common.utils.ApplicationSettingsTest,0,0.0,0.5408581923292016,0.16666666666666666
224,t0_alone,3,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.0,0.6142608938722641,0.16666666666666666
224,hist,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999643299985956,0.6142608938722641,0.8333333333333334
224,hist,2,org.apache.airavata.common.utils.SecurityUtilTest,0,4.272911449494452e-06,0.253261919717672,0.8333333333333334
224,hist,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,4.272911449494452e-06,0.5408581923292016,0.8333333333333334
224,t0,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999643299985956,0.6142608938722641,0.8333333333333334
224,t0,2,org.apache.airavata.common.utils.SecurityUtilTest,0,4.272911449494452e-06,0.253261919717672,0.8333333333333334
224,t0,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,4.272911449494452e-06,0.5408581923292016,0.8333333333333334
225,t0_alone,1,org.apache.airavata.common.utils.SecurityUtilTest,0,0.0,0.43265761401554437,0.16666666666666666
225,t0_alone,2,org.apache.airavata.common.utils.ApplicationSettingsTest,0,0.0,0.602528611398582,0.16666666666666666
225,t0_alone,3,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.0,0.9985238551748237,0.16666666666666666
225,hist,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999643931585319,0.9985238551748237,0.8333333333333334
225,hist,2,org.apache.airavata.common.utils.SecurityUtilTest,0,4.69059567898415e-06,0.43265761401554437,0.8333333333333334
225,hist,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,4.69059567898415e-06,0.602528611398582,0.8333333333333334
225,t0,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999643931585319,0.9985238551748237,0.8333333333333334
225,t0,2,org.apache.airavata.common.utils.SecurityUtilTest,0,4.69059567898415e-06,0.43265761401554437,0.8333333333333334
225,t0,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,4.69059567898415e-06,0.602528611398582,0.8333333333333334
228,t0_alone,1,org.apache.airavata.common.utils.SecurityUtilTest,0,0.0,0.4511232982798532,0.5
228,t0_alone,2,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.0,0.5008434872810142,0.5
228,t0_alone,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,0.0,0.6614093458417251,0.5
228,hist,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999644982664208,0.5008434872810142,0.8333333333333334
228,hist,2,org.apache.airavata.common.utils.SecurityUtilTest,0,5.076534936934529e-06,0.4511232982798532,0.8333333333333334
228,hist,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,5.076534936934529e-06,0.6614093458417251,0.8333333333333334
228,t0,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999644982664208,0.5008434872810142,0.8333333333333334
228,t0,2,org.apache.airavata.common.utils.SecurityUtilTest,0,5.076534936934529e-06,0.4511232982798532,0.8333333333333334
228,t0,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,5.076534936934529e-06,0.6614093458417251,0.8333333333333334
229,t0_alone,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.10001255947423837,0.006285107230110776,0.8333333333333334
229,t0_alone,2,org.apache.airavata.common.utils.SecurityUtilTest,0,0.09656767262741568,0.916499135630341,0.8333333333333334
229,t0_alone,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,0.09524244565889545,0.8812995472776153,0.8333333333333334
229,hist,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999646260591966,0.006285107230110776,0.8333333333333334
229,hist,2,org.apache.airavata.common.utils.ApplicationSettingsTest,0,5.4342099011507395e-06,0.8812995472776153,0.8333333333333334
229,hist,3,org.apache.airavata.common.utils.SecurityUtilTest,0,5.4342099011507395e-06,0.916499135630341,0.8333333333333334
229,t0,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999646260591966,0.006285107230110776,0.8333333333333334
229,t0,2,org.apache.airavata.common.utils.ApplicationSettingsTest,0,5.4342099011507395e-06,0.8812995472776153,0.8333333333333334
229,t0,3,org.apache.airavata.common.utils.SecurityUtilTest,0,5.4342099011507395e-06,0.916499135630341,0.8333333333333334
231,t0_alone,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.25235329132537626,0.15449470642020968,0.8333333333333334
231,t0_alone,2,org.apache.airavata.common.utils.SecurityUtilTest,0,0.24366109767880598,0.8705036884909984,0.8333333333333334
231,t0_alone,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,0.2403172637741715,0.5477679786751077,0.8333333333333334
231,hist,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.999964765707859,0.15449470642020968,0.8333333333333334
231,hist,2,org.apache.airavata.common.utils.ApplicationSettingsTest,0,5.766610974043306e-06,0.5477679786751077,0.8333333333333334
231,hist,3,org.apache.airavata.common.utils.SecurityUtilTest,0,5.766610974043306e-06,0.8705036884909984,0.8333333333333334
231,t0,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.999964765707859,0.15449470642020968,0.8333333333333334
231,t0,2,org.apache.airavata.common.utils.ApplicationSettingsTest,0,5.766610974043306e-06,0.5477679786751077,0.8333333333333334
231,t0,3,org.apache.airavata.common.utils.SecurityUtilTest,0,5.766610974043306e-06,0.8705036884909984,0.8333333333333334
233,t0_alone,1,org.apache.airavata.common.utils.ApplicationSettingsTest,0,0.0,0.09451389245204034,0.5
233,t0_alone,2,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.0,0.11115745007727895,0.5
233,t0_alone,3,org.apache.airavata.common.utils.SecurityUtilTest,0,0.0,0.5789865444127327,0.5
233,hist,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999649108163075,0.11115745007727895,0.8333333333333334
233,hist,2,org.apache.airavata.common.utils.ApplicationSettingsTest,0,6.0763215851085214e-06,0.09451389245204034,0.8333333333333334
233,hist,3,org.apache.airavata.common.utils.SecurityUtilTest,0,6.0763215851085214e-06,0.5789865444127327,0.8333333333333334
233,t0,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999649108163075,0.11115745007727895,0.8333333333333334
233,t0,2,org.apache.airavata.common.utils.ApplicationSettingsTest,0,6.0763215851085214e-06,0.09451389245204034,0.8333333333333334
233,t0,3,org.apache.airavata.common.utils.SecurityUtilTest,0,6.0763215851085214e-06,0.5789865444127327,0.8333333333333334
235,t0_alone,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.10001255947423837,0.06637254408573257,0.8333333333333334
235,t0_alone,2,org.apache.airavata.common.utils.SecurityUtilTest,0,0.09656767262741568,0.07012218423050354,0.8333333333333334
235,t0_alone,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,0.09524244565889545,0.49892244503712013,0.8333333333333334
235,hist,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999650574806848,0.06637254408573257,0.8333333333333334
235,hist,2,org.apache.airavata.common.utils.SecurityUtilTest,0,6.365585080057398e-06,0.07012218423050354,0.8333333333333334
235,hist,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,6.365585080057398e-06,0.49892244503712013,0.8333333333333334
235,t0,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999650574806848,0.06637254408573257,0.8333333333333334
235,t0,2,org.apache.airavata.common.utils.SecurityUtilTest,0,6.365585080057398e-06,0.07012218423050354,0.8333333333333334
235,t0,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,6.365585080057398e-06,0.49892244503712013,0.8333333333333334
236,t0_alone,1,org.apache.airavata.common.utils.SecurityUtilTest,0,0.0,0.31476358742210064,0.16666666666666666
236,t0_alone,2,org.apache.airavata.common.utils.ApplicationSettingsTest,0,0.0,0.8276327856667939,0.16666666666666666
236,t0_alone,3,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.0,0.9197698493128043,0.16666666666666666
236,hist,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999652032726766,0.9197698493128043,0.8333333333333334
236,hist,2,org.apache.airavata.common.utils.SecurityUtilTest,0,6.6363588472645555e-06,0.31476358742210064,0.8333333333333334
236,hist,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,6.6363588472645555e-06,0.8276327856667939,0.8333333333333334
236,t0,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999652032726766,0.9197698493128043,0.8333333333333334
236,t0,2,org.apache.airavata.common.utils.SecurityUtilTest,0,6.6363588472645555e-06,0.31476358742210064,0.8333333333333334
236,t0,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,6.6363588472645555e-06,0.8276327856667939,0.8333333333333334
238,t0_alone,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.13647049511627302,0.9530572365051805,0.8333333333333334
238,t0_alone,2,org.apache.airavata.common.utils.SecurityUtilTest,0,0.13176983135887238,0.8538151984765634,0.8333333333333334
238,t0_alone,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,0.12996151466858732,0.41189201237886364,0.8333333333333334
238,hist,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999653466730947,0.9530572365051805,0.8333333333333334
238,hist,2,org.apache.airavata.common.utils.ApplicationSettingsTest,0,6.890358433271979e-06,0.41189201237886364,0.8333333333333334
238,hist,3,org.apache.airavata.common.utils.SecurityUtilTest,0,6.890358433271979e-06,0.8538151984765634,0.8333333333333334
238,t0,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999653466730947,0.9530572365051805,0.8333333333333334
238,t0,2,org.apache.airavata.common.utils.ApplicationSettingsTest,0,6.890358433271979e-06,0.41189201237886364,0.8333333333333334
238,t0,3,org.apache.airavata.common.utils.SecurityUtilTest,0,6.890358433271979e-06,0.8538151984765634,0.8333333333333334
239,t0_alone,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.04507881595300265,0.7138318871672124,0.8333333333333334
239,t0_alone,2,org.apache.airavata.common.utils.SecurityUtilTest,0,0.04352609676490067,0.24305991880827427,0.8333333333333334
239,t0_alone,3,org.apache.airavata.common.utils.ApplicationSettingsTest,0,0.04292877515925506,0.015166352696356467,0.8333333333333334
239,hist,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999654867402952,0.7138318871672124,0.8333333333333334
239,hist,2,org.apache.airavata.common.utils.ApplicationSettingsTest,0,7.129093741625728e-06,0.015166352696356467,0.8333333333333334
239,hist,3,org.apache.airavata.common.utils.SecurityUtilTest,0,7.129093741625728e-06,0.24305991880827427,0.8333333333333334
239,t0,1,org.apache.airavata.common.utils.ThriftClientPoolTest,1,0.9999654867402952,0.7138318871672124,0.8333333333333334
239,t0,2,org.apache.airavata.common.utils.ApplicationSettingsTest,0,7.129093741625728e-06,0.015166352696356467,0.8333333333333334
239,t0,3,org.apache.airavata.common.utils.SecurityUtilTest,0,7.129093741625728e-06,0.24305991880827427,0.8333333333333334
465,t0_alone,1,org.apache.airavata.registry.core.repositories.ExperimentRepositoryTest,0,0.6055527848643046,0.38122834232018843,0.4659863945578231
465,t0_alone,2,org.apache.airavata.registry.core.repositories.expcatalog.TaskRepositoryTest,0,0.5889836666860235,0.1591278352726886,0.4659863945578231
465,t0_alone,3,org.apache.airavata.registry.core.repositories.expcatalog.GatewayRepositoryTest,0,0.5877173429120147,0.9202925462333054,0.4659863945578231
465,t0_alone,4,org.apache.airavata.registry.core.repositories.expcatalog.JobRepositoryTest,0,0.5829069664146243,0.7418933679564657,0.4659863945578231
465,t0_alone,5,org.apache.airavata.registry.core.repositories.expcatalog.UserRepositoryTest,0,0.5769185495919533,0.4978279642642025,0.4659863945578231
465,t0_alone,6,org.apache.airavata.registry.core.repositories.GatewayProfileRepositoryTest,0,0.5708876563746295,0.5212627789744478,0.4659863945578231
465,t0_alone,7,org.apache.airavata.registry.core.repositories.expcatalog.ProcessRepositoryTest,0,0.5692750484439377,0.38105751444521097,0.4659863945578231
465,t0_alone,8,org.apache.airavata.registry.core.repositories.expcatalog.TaskStatusRepositoryTest,0,0.5486551573749782,0.68878306106625,0.4659863945578231
465,t0_alone,9,org.apache.airavata.registry.core.repositories.expcatalog.ProjectRepositoryTest,0,0.5462247148878789,0.1405349752373577,0.4659863945578231
465,t0_alone,10,org.apache.airavata.registry.core.repositories.expcatalog.NotificationRepositoryTest,0,0.5462247148878789,0.1525312439281996,0.4659863945578231
465,t0_alone,11,org.apache.airavata.registry.core.repositories.expcatalog.JobStatusRepositoryTest,0,0.5437331370680274,0.6257276482216821,0.4659863945578231
465,t0_alone,12,org.apache.airavata.registry.core.repositories.expcatalog.ExperimentStatusRepositoryTest,0,0.5429154711312217,0.05229319672316268,0.4659863945578231
465,t0_alone,13,org.apache.airavata.registry.core.repositories.expcatalog.ExperimentOutputRepositoryTest,0,0.5409412799886557,0.5436758451718443,0.4659863945578231
465,t0_alone,14,org.apache.airavata.registry.core.repositories.expcatalog.ExperimentInputRepositoryTest,0,0.5409412799886557,0.9869120682552897,0.4659863945578231
465,t0_alone,15,org.apache.airavata.registry.core.repositories.appcatalog.ComputeResourceRepositoryTest,0,0.5404854224345466,0.5656485519292923,0.4659863945578231
465,t0_alone,16,org.apache.airavata.registry.core.repositories.expcatalog.TaskErrorRepositoryTest,0,0.5377433179217876,0.4178136017544093,0.4659863945578231
465,t0_alone,17,org.apache.airavata.registry.core.repositories.appcatalog.GatewayGroupsRepositoryTest,1,0.5366638538873595,0.9528119288624475,0.4659863945578231
465,t0_alone,18,org.apache.airavata.registry.core.repositories.expcatalog.ProcessStatusRepositoryTest,0,0.5326187505626616,0.8141416378693215,0.4659863945578231
465,t0_alone,19,org.apache.airavata.registry.core.repositories.expcatalog.ExperimentErrorRepositoryTest,0,0.532335994225405,0.2893171792847201,0.4659863945578231
465,t0_alone,20,org.apache.airavata.registry.core.repositories.expcatalog.ProcessOutputRepositoryTest,0,0.530754386151766,0.5738182401833046,0.4659863945578231
465,t0_alone,21,org.apache.airavata.registry.core.repositories.expcatalog.ProcessInputRepositoryTest,0,0.530754386151766,0.7086766181868214,0.4659863945578231
465,t0_alone,22,org.apache.airavata.registry.core.repositories.appcatalog.ApplicationInterfaceRepositoryTest,0,0.5290782123102045,0.6636631163739936,0.4659863945578231
465,t0_alone,23,org.apache.airavata.registry.core.repositories.appcatalog.StorageResourceRepositoryTest,0,0.5270958951107809,0.4334406388704264,0.4659863945578231
465,t0_alone,24,org.apache.airavata.registry.core.repositories.workflowcatalog.WorkflowRepositoryTest,0,0.5230566636543375,0.9108096374681655,0.4659863945578231
465,t0_alone,25,org.apache.airavata.registry.core.repositories.expcatalog.ProcessErrorRepositoryTest,0,0.522618956493567,0.6711822047970875,0.4659863945578231
465,t0_alone,26,org.apache.airavata.registry.core.repositories.expcatalog.ExperimentSummaryRepositoryTest,0,0.5210484810519878,0.3298642544365571,0.4659863945578231
465,t0_alone,27,org.apache.airavata.registry.core.repositories.appcatalog.GroupResourceProfileRepositoryTest,0,0.5196291078350445,0.21873751359426075,0.4659863945578231
465,t0_alone,28,org.apache.airavata.registry.core.repositories.expcatalog.QueueStatusRepositoryTest,0,0.5135984173950213,0.8846925644905012,0.4659863945578231
465,t0_alone,29,org.apache.airavata.registry.core.repositories.appcatalog.UserResourceProfileRepositoryTest,0,0.5125756243136037,0.3789177206914315,0.4659863945578231
465,t0_alone,30,org.apache.airavata.registry.core.repositories.replicacatalog.DataProductRepositoryTest,1,0.5120506329761786,0.8130394071738244,0.4659863945578231
465,t0_alone,31,org.apache.airavata.registry.core.repositories.appcatalog.JobSubmissionInterfaceRepositoryTest,0,0.5104760443200037,0.9650488046920761,0.4659863945578231
465,t0_alone,32,org.apache.airavata.registry.core.repositories.appcatalog.ApplicationDeploymentRepositoryTest,0,0.5104215858499265,0.38539389235307553,0.4659863945578231
465,t0_alone,33,org.apache.airavata.registry.core.repositories.replicacatalog.DataReplicaLocationRepositoryTest,1,0.47981447675644917,0.49185612221334185,0.4659863945578231
465,t0_alone,34,org.apache.airavata.common.utils.SecurityUtilTest,0,0.40728239649554765,0.772846173307938,0.4659863945578231
465,t0_alone,35,org.apache.airavata.common.utils.ApplicationSettingsTest,0,0.4016931387144067,0.5803485817569192,0.4659863945578231
465,t0_alone,36,org.apache.airavata.common.utils.ThriftClientPoolTest,0,0.3599701701271792,0.47104945035048507,0.4659863945578231
465,t0_alone,37,org.apache.airavata.model.util.GroupComputeResourcePreferenceUtilTest,0,0.2813341287820872,0.4506882754738829,0.4659863945578231
465,t0_alone,38,org.apache.airavata.accountprovisioning.SSHAccountProvisionerFactoryTest,0,0.2760980478985025,0.2701350369443203,0.4659863945578231
465,t0_alone,39,org.apache.airavata.security.userstore.JDBCUserStoreTest,0,0.2626986629081734,0.1665184842856785,0.4659863945578231
465,t0_alone,40,org.apache.airavata.security.userstore.LDAPUserStoreTest,0,0.2626986629081734,0.7121496585058636,0.4659863945578231
465,t0_alone,41,org.apache.airavata.security.userstore.SessionDBUserStoreTest,0,0.24951954965332274,0.41865098692829517,0.4659863945578231
465,t0_alone,42,org.apache.airavata.api.server.util.GatewayGroupsInitializerTest,0,0.24582049904599693,0.3789956006870152,0.4659863945578231
465,t0_alone,43,org.apache.airavata.security.configurations.AuthenticatorConfigurationReaderTest,0,0.24202443443350657,0.8922675033690453,0.4659863945578231
465,t0_alone,44,org.apache.airavata.credential.store.util.ConfigurationReaderTest,0,0.23397768191886809,0.06917815515008885,0.4659863945578231
465,t0_alone,45,org.apache.airavata.credential.store.util.TokenGeneratorTest,0,0.23397768191886809,0.27064917028920044,0.4659863945578231
465,t0_alone,46,org.apache.airavata.credential.store.notifier.impl.EmailNotifierTest,0,0.2000828866118045,0.1813517937449406,0.4659863945578231
465,t0_alone,47,org.apache.airavata.credential.store.store.impl.db.CredentialsDAOTest,0,0.19874796380735438,0.763680900257026,0.4659863945578231
465,t0_alone,48,org.apache.airavata.credential.store.store.impl.db.CommunityUserDAOTest,0,0.19412989324217797,0.18864113201071764,0.4659863945578231
465,t0_alone,49,org.apache.airavata.service.security.KeyCloakSecurityManagerTest,0,0.18359983435330512,0.5719915269603787,0.4659863945578231
465,hist,1,org.apache.airavata.registry.core.repositories.expcatalog.ExperimentStatusRepositoryTest,0,1.803324702904267e-07,0.05229319672316268,0.2482993197278912
465,hist,2,org.apache.airavata.credential.store.util.ConfigurationReaderTest,0,1.803324702904267e-07,0.06917815515008885,0.2482993197278912
465,hist,3,org.apache.airavata.registry.core.repositories.expcatalog.ProjectRepositoryTest,0,1.803324702904267e-07,0.1405349752373577,0.2482993197278912
465,hist,4,org.apache.airavata.registry.core.repositories.expcatalog.NotificationRepositoryTest,0,1.803324702904267e-07,0.1525312439281996,0.2482993197278912
465,hist,5,org.apache.airavata.registry.core.repositories.expcatalog.TaskRepositoryTest,0,1.803324702904267e-07,0.1591278352726886,0.2482993197278912
465,hist,6,org.apache.airavata.security.userstore.JDBCUserStoreTest,0,1.803324702904267e-07,0.1665184842856785,0.2482993197278912
465,hist,7,org.apache.airavata.credential.store.notifier.impl.EmailNotifierTest,0,1.803324702904267e-07,0.1813517937449406,0.2482993197278912
465,hist,8,org.apache.airavata.credential.store.store.impl.db.CommunityUserDAOTest,0,1.803324702904267e-07,0.18864113201071764,0.2482993197278912
465,hist,9,org.apache.airavata.registry.core.repositories.appcatalog.GroupResourceProfileRepositoryTest,0,1.803324702904267e-07,0.21873751359426075,0.2482993197278912
465,hist,10,org.apache.airavata.accountprovisioning.SSHAccountProvisionerFactoryTest,0,1.803324702904267e-07,0.2701350369443203,0.2482993197278912
465,hist,11,org.apache.airavata.credential.store.util.TokenGeneratorTest,0,1.803324702904267e-07,0.27064917028920044,0.2482993197278912
465,hist,12,org.apache.airavata.registry.core.repositories.expcatalog.ExperimentErrorRepositoryTest,0,1.803324702904267e-07,0.2893171792847201,0.2482993197278912
465,hist,13,org.apache.airavata.registry.core.repositories.expcatalog.ExperimentSummaryRepositoryTest,0,1.803324702904267e-07,0.3298642544365571,0.2482993197278912
465,hist,14,org.apache.airavata.registry.core.repositories.appcatalog.UserResourceProfileRepositoryTest,0,1.803324702904267e-07,0.3789177206914315,0.2482993197278912
465,hist,15,org.apache.airavata.api.server.util.GatewayGroupsInitializerTest,0,1.803324702904267e-07,0.3789956006870152,0.2482993197278912
465,hist,16,org.apache.airavata.registry.core.repositories.expcatalog.ProcessRepositoryTest,0,1.803324702904267e-07,0.38105751444521097,0.2482993197278912
465,hist,17,org.apache.airavata.registry.core.repositories.ExperimentRepositoryTest,0,1.803324702904267e-07,0.38122834232018843,0.2482993197278912
465,hist,18,org.apache.airavata.registry.core.repositories.appcatalog.ApplicationDeploymentRepositoryTest,0,1.803324702904267e-07,0.38539389235307553,0.2482993197278912
