episode,block,version,first_version_in_block,block_started_utc,policy,final_status,report_flag,decision_rule,attempts_consumed,consumed_attempt_ids,research_only_attempt_ids,prefix_categories,indicator,indicator_value,prefix_elapsed_s,indeterminate_reason
etcd7492,3,V_ok,V_ok,2026-09-22T21:40:23.492379Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq13:fc6125b85180,a2:seq14:7f2d0c6193f3 a3:seq15:9ab503af03bd,PASS,N,0,0.655,
etcd7492,4,V_bad,V_bad,2026-09-22T21:40:28.458180Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq19:8e2ec20b30e1,a2:seq20:f8f49c288dcc a3:seq21:0b71cd60a694,PASS,S,0,0.617,
etcd7492,4,V_bad,V_bad,2026-09-22T21:40:28.458180Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq19:8e2ec20b30e1,a2:seq20:f8f49c288dcc a3:seq21:0b71cd60a694,PASS,S,0,0.617,
etcd7492,4,V_bad,V_bad,2026-09-22T21:40:28.458180Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq19:8e2ec20b30e1,a2:seq20:f8f49c288dcc a3:seq21:0b71cd60a694,PASS,S,0,0.617,
etcd7492,4,V_ok,V_bad,2026-09-22T21:40:30.386064Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq22:4030a8c64b2e,a2:seq23:ca2a42fb4c6e a3:seq24:f75ef5688821,PASS,N,0,0.698,
etcd7492,4,V_ok,V_bad,2026-09-22T21:40:30.386064Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq22:4030a8c64b2e,a2:seq23:ca2a42fb4c6e a3:seq24:f75ef5688821,PASS,N,0,0.698,
etcd7492,4,V_ok,V_bad,2026-09-22T21:40:30.386064Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq22:4030a8c64b2e,a2:seq23:ca2a42fb4c6e a3:seq24:f75ef5688821,PASS,N,0,0.698,
etcd7492,5,V_bad,V_bad,2026-09-22T21:40:33.091050Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq25:eb791a89a00a,a2:seq26:dfb6e5ece865 a3:seq27:1df36c2b824d,PASS,S,0,0.656,
etcd7492,5,V_bad,V_bad,2026-09-22T21:40:33.091050Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq25:eb791a89a00a,a2:seq26:dfb6e5ece865 a3:seq27:1df36c2b824d,PASS,S,0,0.656,
etcd7492,5,V_bad,V_bad,2026-09-22T21:40:33.091050Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq25:eb791a89a00a,a2:seq26:dfb6e5ece865 a3:seq27:1df36c2b824d,PASS,S,0,0.656,
etcd7492,5,V_ok,V_bad,2026-09-22T21:40:35.093685Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq28:5627e250da3a,a2:seq29:b707cdbb6dee a3:seq30:84d99a2b9fca,PASS,N,0,0.623,
etcd7492,5,V_ok,V_bad,2026-09-22T21:40:35.093685Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq28:5627e250da3a,a2:seq29:b707cdbb6dee a3:seq30:84d99a2b9fca,PASS,N,0,0.623,
etcd7492,5,V_ok,V_bad,2026-09-22T21:40:35.093685Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq28:5627e250da3a,a2:seq29:b707cdbb6dee a3:seq30:84d99a2b9fca,PASS,N,0,0.623,
etcd7492,6,V_bad,V_ok,2026-09-22T21:40:39.658441Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq34:f7e3c4c76817,a2:seq35:6b661ac3ae7d a3:seq36:5f7a159f6fa2,PASS,S,0,0.62,
etcd7492,6,V_bad,V_ok,2026-09-22T21:40:39.658441Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq34:f7e3c4c76817,a2:seq35:6b661ac3ae7d a3:seq36:5f7a159f6fa2,PASS,S,0,0.62,
etcd7492,6,V_bad,V_ok,2026-09-22T21:40:39.658441Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq34:f7e3c4c76817,a2:seq35:6b661ac3ae7d a3:seq36:5f7a159f6fa2,PASS,S,0,0.62,
etcd7492,6,V_ok,V_ok,2026-09-22T21:40:37.797517Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq31:6e74cedf419d,a2:seq32:9e2adee9e56d a3:seq33:dc877bffb1b1,PASS,N,0,0.615,
etcd7492,6,V_ok,V_ok,2026-09-22T21:40:37.797517Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq31:6e74cedf419d,a2:seq32:9e2adee9e56d a3:seq33:dc877bffb1b1,PASS,N,0,0.615,
etcd7492,6,V_ok,V_ok,2026-09-22T21:40:37.797517Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq31:6e74cedf419d,a2:seq32:9e2adee9e56d a3:seq33:dc877bffb1b1,PASS,N,0,0.615,
etcd7492,7,V_bad,V_ok,2026-09-22T21:41:31.872566Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq40:c1f331f28186,a2:seq41:f18182d8c603 a3:seq42:9b1987812808,PASS,S,0,0.635,
etcd7492,7,V_bad,V_ok,2026-09-22T21:41:31.872566Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq40:c1f331f28186,a2:seq41:f18182d8c603 a3:seq42:9b1987812808,PASS,S,0,0.635,
etcd7492,7,V_bad,V_ok,2026-09-22T21:41:31.872566Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq40:c1f331f28186,a2:seq41:f18182d8c603 a3:seq42:9b1987812808,PASS,S,0,0.635,
etcd7492,7,V_ok,V_ok,2026-09-22T21:41:29.950586Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq37:c5929ef53ac0,a2:seq38:0d4f2c37efa5 a3:seq39:fb0112ea4e68,PASS,N,0,0.699,
etcd7492,7,V_ok,V_ok,2026-09-22T21:41:29.950586Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq37:c5929ef53ac0,a2:seq38:0d4f2c37efa5 a3:seq39:fb0112ea4e68,PASS,N,0,0.699,
etcd7492,7,V_ok,V_ok,2026-09-22T21:41:29.950586Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq37:c5929ef53ac0,a2:seq38:0d4f2c37efa5 a3:seq39:fb0112ea4e68,PASS,N,0,0.699,
etcd7492,8,V_bad,V_bad,2026-09-22T21:41:34.421921Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq43:f7c76c6bbcc2,a2:seq44:7f8b81969b25 a3:seq45:36c8a306332a,PASS,S,0,0.633,
etcd7492,8,V_bad,V_bad,2026-09-22T21:41:34.421921Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq43:f7c76c6bbcc2,a2:seq44:7f8b81969b25 a3:seq45:36c8a306332a,PASS,S,0,0.633,
etcd7492,8,V_bad,V_bad,2026-09-22T21:41:34.421921Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq43:f7c76c6bbcc2,a2:seq44:7f8b81969b25 a3:seq45:36c8a306332a,PASS,S,0,0.633,
etcd7492,8,V_ok,V_bad,2026-09-22T21:41:36.333290Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq46:525567e58cfe,a2:seq47:29aecd23935d a3:seq48:9767c8e033d7,PASS,N,0,0.639,
etcd7492,8,V_ok,V_bad,2026-09-22T21:41:36.333290Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq46:525567e58cfe,a2:seq47:29aecd23935d a3:seq48:9767c8e033d7,PASS,N,0,0.639,
etcd7492,8,V_ok,V_bad,2026-09-22T21:41:36.333290Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq46:525567e58cfe,a2:seq47:29aecd23935d a3:seq48:9767c8e033d7,PASS,N,0,0.639,
etcd7492,9,V_bad,V_bad,2026-09-22T21:41:39.005821Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq49:f0d8e3ff7ffb,a2:seq50:ce720cc0e557 a3:seq51:7ef023d16a62,PASS,S,0,0.652,
etcd7492,9,V_bad,V_bad,2026-09-22T21:41:39.005821Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq49:f0d8e3ff7ffb,a2:seq50:ce720cc0e557 a3:seq51:7ef023d16a62,PASS,S,0,0.652,
etcd7492,9,V_bad,V_bad,2026-09-22T21:41:39.005821Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq49:f0d8e3ff7ffb,a2:seq50:ce720cc0e557 a3:seq51:7ef023d16a62,PASS,S,0,0.652,
etcd7492,9,V_ok,V_bad,2026-09-22T21:41:40.916311Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq52:434c352f01ee,a2:seq53:c1f7ecfee709 a3:seq54:061bac34041f,PASS,N,0,0.624,
etcd7492,9,V_ok,V_bad,2026-09-22T21:41:40.916311Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq52:434c352f01ee,a2:seq53:c1f7ecfee709 a3:seq54:061bac34041f,PASS,N,0,0.624,
etcd7492,9,V_ok,V_bad,2026-09-22T21:41:40.916311Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq52:434c352f01ee,a2:seq53:c1f7ecfee709 a3:seq54:061bac34041f,PASS,N,0,0.624,
etcd7492,10,V_bad,V_bad,2026-09-22T21:41:43.503788Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq55:43e9edb99bd4,a2:seq56:df57aa03c39b a3:seq57:f752bf8e20a3,PASS,S,0,0.61,
etcd7492,10,V_bad,V_bad,2026-09-22T21:41:43.503788Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq55:43e9edb99bd4,a2:seq56:df57aa03c39b a3:seq57:f752bf8e20a3,PASS,S,0,0.61,
etcd7492,10,V_bad,V_bad,2026-09-22T21:41:43.503788Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq55:43e9edb99bd4,a2:seq56:df57aa03c39b a3:seq57:f752bf8e20a3,PASS,S,0,0.61,
etcd7492,10,V_ok,V_bad,2026-09-22T21:41:45.406530Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq58:58292067fc24,a2:seq59:14cff23a48fa a3:seq60:bcc20cc13dd6,PASS,N,0,0.597,
etcd7492,10,V_ok,V_bad,2026-09-22T21:41:45.406530Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq58:58292067fc24,a2:seq59:14cff23a48fa a3:seq60:bcc20cc13dd6,PASS,N,0,0.597,
etcd7492,10,V_ok,V_bad,2026-09-22T21:41:45.406530Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq58:58292067fc24,a2:seq59:14cff23a48fa a3:seq60:bcc20cc13dd6,PASS,N,0,0.597,
etcd7492,11,V_bad,V_bad,2026-09-22T21:59:52.996889Z,P1,BLOCK,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq61:6e6cccb714ce,a2:seq62:75f0ab09637f a3:seq63:ec80b2ad2103,FOCAL_DEFECT_WITNESS,S,1,48.357,
etcd7492,11,V_bad,V_bad,2026-09-22T21:59:52.996889Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,2,a1:seq61:6e6cccb714ce a2:seq62:75f0ab09637f,a3:seq63:ec80b2ad2103,FOCAL_DEFECT_WITNESS | PASS,S,0,48.957,
etcd7492,11,V_bad,V_bad,2026-09-22T21:59:52.996889Z,P3-retain,ACCEPT,ACCEPT_WITH_PRIOR_FAILURE,P3-retain: P3's prefix and decision; accept after a failure is flagged,2,a1:seq61:6e6cccb714ce a2:seq62:75f0ab09637f,a3:seq63:ec80b2ad2103,FOCAL_DEFECT_WITNESS | PASS,S,0,48.957,
etcd7492,11,V_ok,V_bad,2026-09-22T22:00:42.613305Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq64:2e81fb38b0d5,a2:seq65:6422b927c140 a3:seq66:7c5aaa134580,PASS,N,0,0.67,
etcd7492,11,V_ok,V_bad,2026-09-22T22:00:42.613305Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq64:2e81fb38b0d5,a2:seq65:6422b927c140 a3:seq66:7c5aaa134580,PASS,N,0,0.67,
etcd7492,11,V_ok,V_bad,2026-09-22T22:00:42.613305Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq64:2e81fb38b0d5,a2:seq65:6422b927c140 a3:seq66:7c5aaa134580,PASS,N,0,0.67,
etcd7492,12,V_bad,V_ok,2026-09-22T22:00:47.062961Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq70:a5ce3ba94f86,a2:seq71:099a5ee8616e a3:seq72:281d6a04746f,PASS,S,0,0.644,
etcd7492,12,V_bad,V_ok,2026-09-22T22:00:47.062961Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq70:a5ce3ba94f86,a2:seq71:099a5ee8616e a3:seq72:281d6a04746f,PASS,S,0,0.644,
etcd7492,12,V_bad,V_ok,2026-09-22T22:00:47.062961Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq70:a5ce3ba94f86,a2:seq71:099a5ee8616e a3:seq72:281d6a04746f,PASS,S,0,0.644,
etcd7492,12,V_ok,V_ok,2026-09-22T22:00:45.234817Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq67:6fcf51e5639f,a2:seq68:3c43bc131ba9 a3:seq69:3e45b5c8d76b,PASS,N,0,0.595,
etcd7492,12,V_ok,V_ok,2026-09-22T22:00:45.234817Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq67:6fcf51e5639f,a2:seq68:3c43bc131ba9 a3:seq69:3e45b5c8d76b,PASS,N,0,0.595,
etcd7492,12,V_ok,V_ok,2026-09-22T22:00:45.234817Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq67:6fcf51e5639f,a2:seq68:3c43bc131ba9 a3:seq69:3e45b5c8d76b,PASS,N,0,0.595,
etcd7492,13,V_bad,V_bad,2026-09-22T22:00:49.684134Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq73:5238be914fb4,a2:seq74:ce2617e63d63 a3:seq75:38783c7f1985,PASS,S,0,0.647,
etcd7492,13,V_bad,V_bad,2026-09-22T22:00:49.684134Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq73:5238be914fb4,a2:seq74:ce2617e63d63 a3:seq75:38783c7f1985,PASS,S,0,0.647,
etcd7492,13,V_bad,V_bad,2026-09-22T22:00:49.684134Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq73:5238be914fb4,a2:seq74:ce2617e63d63 a3:seq75:38783c7f1985,PASS,S,0,0.647,
etcd7492,13,V_ok,V_bad,2026-09-22T22:00:51.657385Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq76:9eecb4e871a9,a2:seq77:e6e4230b66b7 a3:seq78:9c9bda11f8b1,PASS,N,0,0.605,
etcd7492,13,V_ok,V_bad,2026-09-22T22:00:51.657385Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq76:9eecb4e871a9,a2:seq77:e6e4230b66b7 a3:seq78:9c9bda11f8b1,PASS,N,0,0.605,
etcd7492,13,V_ok,V_bad,2026-09-22T22:00:51.657385Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq76:9eecb4e871a9,a2:seq77:e6e4230b66b7 a3:seq78:9c9bda11f8b1,PASS,N,0,0.605,
etcd7492,14,V_bad,V_ok,2026-09-22T22:00:56.036104Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq82:0babc15c7100,a2:seq83:cf2da164b4d8 a3:seq84:f4010781cabc,PASS,S,0,0.616,
etcd7492,14,V_bad,V_ok,2026-09-22T22:00:56.036104Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq82:0babc15c7100,a2:seq83:cf2da164b4d8 a3:seq84:f4010781cabc,PASS,S,0,0.616,
etcd7492,14,V_bad,V_ok,2026-09-22T22:00:56.036104Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq82:0babc15c7100,a2:seq83:cf2da164b4d8 a3:seq84:f4010781cabc,PASS,S,0,0.616,
etcd7492,14,V_ok,V_ok,2026-09-22T22:00:54.151054Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq79:4c7cba82cbd7,a2:seq80:33991b0755d2 a3:seq81:be0aa276f121,PASS,N,0,0.643,
etcd7492,14,V_ok,V_ok,2026-09-22T22:00:54.151054Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq79:4c7cba82cbd7,a2:seq80:33991b0755d2 a3:seq81:be0aa276f121,PASS,N,0,0.643,
etcd7492,14,V_ok,V_ok,2026-09-22T22:00:54.151054Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq79:4c7cba82cbd7,a2:seq80:33991b0755d2 a3:seq81:be0aa276f121,PASS,N,0,0.643,
etcd7492,15,V_bad,V_bad,2026-09-22T22:00:58.620390Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq85:6511dc574c8a,a2:seq86:0b687bf9ab2c a3:seq87:79b314e68c1c,PASS,S,0,0.642,
etcd7492,15,V_bad,V_bad,2026-09-22T22:00:58.620390Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq85:6511dc574c8a,a2:seq86:0b687bf9ab2c a3:seq87:79b314e68c1c,PASS,S,0,0.642,
etcd7492,15,V_bad,V_bad,2026-09-22T22:00:58.620390Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq85:6511dc574c8a,a2:seq86:0b687bf9ab2c a3:seq87:79b314e68c1c,PASS,S,0,0.642,
etcd7492,15,V_ok,V_bad,2026-09-22T22:01:00.549277Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq88:4906142e8136,a2:seq89:72998bf6c278 a3:seq90:401f3f2509f5,PASS,N,0,0.624,
etcd7492,15,V_ok,V_bad,2026-09-22T22:01:00.549277Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq88:4906142e8136,a2:seq89:72998bf6c278 a3:seq90:401f3f2509f5,PASS,N,0,0.624,
etcd7492,15,V_ok,V_bad,2026-09-22T22:01:00.549277Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq88:4906142e8136,a2:seq89:72998bf6c278 a3:seq90:401f3f2509f5,PASS,N,0,0.624,
etcd7492,16,V_bad,V_ok,2026-09-22T22:01:05.050683Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq94:a21dbf6fafd0,a2:seq95:0d21970ee6dc a3:seq96:d5c8e0228b87,PASS,S,0,0.654,
etcd7492,16,V_bad,V_ok,2026-09-22T22:01:05.050683Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq94:a21dbf6fafd0,a2:seq95:0d21970ee6dc a3:seq96:d5c8e0228b87,PASS,S,0,0.654,
etcd7492,16,V_bad,V_ok,2026-09-22T22:01:05.050683Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq94:a21dbf6fafd0,a2:seq95:0d21970ee6dc a3:seq96:d5c8e0228b87,PASS,S,0,0.654,
etcd7492,16,V_ok,V_ok,2026-09-22T22:01:03.121817Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq91:415d5372839b,a2:seq92:6a28d1bbd62a a3:seq93:96e44d94b068,PASS,N,0,0.646,
etcd7492,16,V_ok,V_ok,2026-09-22T22:01:03.121817Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq91:415d5372839b,a2:seq92:6a28d1bbd62a a3:seq93:96e44d94b068,PASS,N,0,0.646,
etcd7492,16,V_ok,V_ok,2026-09-22T22:01:03.121817Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq91:415d5372839b,a2:seq92:6a28d1bbd62a a3:seq93:96e44d94b068,PASS,N,0,0.646,
etcd7492,17,V_bad,V_bad,2026-09-22T22:01:07.688401Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq97:7a104caf0b0a,a2:seq98:53539b484404 a3:seq99:e423e8cd512f,PASS,S,0,0.647,
etcd7492,17,V_bad,V_bad,2026-09-22T22:01:07.688401Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq97:7a104caf0b0a,a2:seq98:53539b484404 a3:seq99:e423e8cd512f,PASS,S,0,0.647,
etcd7492,17,V_bad,V_bad,2026-09-22T22:01:07.688401Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq97:7a104caf0b0a,a2:seq98:53539b484404 a3:seq99:e423e8cd512f,PASS,S,0,0.647,
etcd7492,17,V_ok,V_bad,2026-09-22T22:01:09.603822Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq100:10c8f4954a2e,a2:seq101:4771d0c7cd77 a3:seq102:d9613e6ce925,PASS,N,0,0.639,
