episode,block,version,first_version_in_block,block_started_utc,policy,final_status,report_flag,decision_rule,attempts_consumed,consumed_attempt_ids,research_only_attempt_ids,prefix_categories,indicator,indicator_value,prefix_elapsed_s,indeterminate_reason
etcd7492,202,V_ok,V_bad,2026-09-23T09:34:37.017505Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq10:a9b669fe11c8,a2:seq11:657178d4f95b a3:seq12:5c3e8319d226,PASS,N,0,0.551,
etcd7492,202,V_ok,V_bad,2026-09-23T09:34:37.017505Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq10:a9b669fe11c8,a2:seq11:657178d4f95b a3:seq12:5c3e8319d226,PASS,N,0,0.551,
etcd7492,203,V_bad,V_bad,2026-09-23T09:34:39.352607Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq13:db6920e40c57,a2:seq14:10bc1d820841 a3:seq15:775aff07149f,PASS,S,0,0.615,
etcd7492,203,V_bad,V_bad,2026-09-23T09:34:39.352607Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq13:db6920e40c57,a2:seq14:10bc1d820841 a3:seq15:775aff07149f,PASS,S,0,0.615,
etcd7492,203,V_bad,V_bad,2026-09-23T09:34:39.352607Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq13:db6920e40c57,a2:seq14:10bc1d820841 a3:seq15:775aff07149f,PASS,S,0,0.615,
etcd7492,203,V_ok,V_bad,2026-09-23T09:34:41.126761Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq16:ef32d63d095a,a2:seq17:676376a63313 a3:seq18:ec93b12b811e,PASS,N,0,0.531,
etcd7492,203,V_ok,V_bad,2026-09-23T09:34:41.126761Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq16:ef32d63d095a,a2:seq17:676376a63313 a3:seq18:ec93b12b811e,PASS,N,0,0.531,
etcd7492,203,V_ok,V_bad,2026-09-23T09:34:41.126761Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq16:ef32d63d095a,a2:seq17:676376a63313 a3:seq18:ec93b12b811e,PASS,N,0,0.531,
etcd7492,204,V_bad,V_ok,2026-09-23T09:34:45.133117Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq22:dc91aad944ef,a2:seq23:5f35b74fe9a4 a3:seq24:474f2545133c,PASS,S,0,0.536,
etcd7492,204,V_bad,V_ok,2026-09-23T09:34:45.133117Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq22:dc91aad944ef,a2:seq23:5f35b74fe9a4 a3:seq24:474f2545133c,PASS,S,0,0.536,
etcd7492,204,V_bad,V_ok,2026-09-23T09:34:45.133117Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq22:dc91aad944ef,a2:seq23:5f35b74fe9a4 a3:seq24:474f2545133c,PASS,S,0,0.536,
etcd7492,204,V_ok,V_ok,2026-09-23T09:34:43.414959Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq19:950b9c6cf118,a2:seq20:0d543310a069 a3:seq21:78b966496e6d,PASS,N,0,0.552,
etcd7492,204,V_ok,V_ok,2026-09-23T09:34:43.414959Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq19:950b9c6cf118,a2:seq20:0d543310a069 a3:seq21:78b966496e6d,PASS,N,0,0.552,
etcd7492,204,V_ok,V_ok,2026-09-23T09:34:43.414959Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq19:950b9c6cf118,a2:seq20:0d543310a069 a3:seq21:78b966496e6d,PASS,N,0,0.552,
etcd7492,205,V_bad,V_ok,2026-09-23T09:34:49.119111Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq28:43429e1f72a6,a2:seq29:845522687db0 a3:seq30:3876e00393be,PASS,S,0,0.508,
etcd7492,205,V_bad,V_ok,2026-09-23T09:34:49.119111Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq28:43429e1f72a6,a2:seq29:845522687db0 a3:seq30:3876e00393be,PASS,S,0,0.508,
etcd7492,205,V_bad,V_ok,2026-09-23T09:34:49.119111Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq28:43429e1f72a6,a2:seq29:845522687db0 a3:seq30:3876e00393be,PASS,S,0,0.508,
etcd7492,205,V_ok,V_ok,2026-09-23T09:34:47.517424Z,P1,ACCEPT,,"P1: first attempt only; nonzero blocks, zero accepts",1,a1:seq25:b4db6357b03c,a2:seq26:fa98570b29ee a3:seq27:832dc23b38b6,PASS,N,0,0.533,
etcd7492,205,V_ok,V_ok,2026-09-23T09:34:47.517424Z,P3,ACCEPT,,P3: stop at first zero and accept; block after 3 nonzero,1,a1:seq25:b4db6357b03c,a2:seq26:fa98570b29ee a3:seq27:832dc23b38b6,PASS,N,0,0.533,
etcd7492,205,V_ok,V_ok,2026-09-23T09:34:47.517424Z,P3-retain,ACCEPT,,P3-retain: P3's prefix and decision; accept after a failure is flagged,1,a1:seq25:b4db6357b03c,a2:seq26:fa98570b29ee a3:seq27:832dc23b38b6,PASS,N,0,0.533,
